# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /software/busco/2.0/x86_64-linux-ubuntu14.04/BUSCO.py -i /share/malooflab/Hajar/trinity-process/trinity.out/Trinity.fasta -o BUSCO_output_plant -l /home/hajaramini/embryophyta_odb9/ -m tran -c 20 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG093605MS	Duplicated	TRINITY_DN140030_c1_g1_i14	637.6	447
EOG093605MS	Duplicated	TRINITY_DN140030_c1_g1_i7	637.6	447
EOG093605MY	Complete	TRINITY_DN115887_c1_g3_i2	885.7	499
EOG093605NL	Duplicated	TRINITY_DN117601_c1_g1_i1	541.5	332
EOG093605NL	Duplicated	TRINITY_DN117601_c1_g1_i3	623.0	396
EOG093605OJ	Duplicated	TRINITY_DN108920_c0_g1_i3	605.3	379
EOG093605OJ	Duplicated	TRINITY_DN108920_c0_g1_i3	701.9	520
EOG093605OJ	Duplicated	TRINITY_DN108920_c0_g1_i4	704.7	520
EOG093605OT	Duplicated	TRINITY_DN133779_c0_g3_i2	972.8	512
EOG093605OT	Duplicated	TRINITY_DN145592_c1_g1_i10	972.0	512
EOG093605OT	Duplicated	TRINITY_DN145592_c1_g1_i5	971.9	512
EOG093605PB	Duplicated	TRINITY_DN134471_c1_g2_i1	807.9	524
EOG093605PB	Duplicated	TRINITY_DN134471_c1_g2_i2	835.6	547
EOG093605PB	Duplicated	TRINITY_DN134471_c1_g2_i3	835.4	547
EOG093605PH	Duplicated	TRINITY_DN130775_c1_g2_i3	580.3	465
EOG093605PH	Duplicated	TRINITY_DN130775_c1_g2_i5	580.7	465
EOG093605PR	Duplicated	TRINITY_DN128546_c0_g1_i13	593.9	620
EOG093605PR	Duplicated	TRINITY_DN128546_c0_g1_i2	592.8	622
EOG093605PR	Duplicated	TRINITY_DN128546_c0_g1_i9	594.9	622
EOG093605PS	Duplicated	TRINITY_DN141602_c2_g2_i3	688.0	472
EOG093605PS	Duplicated	TRINITY_DN144702_c1_g1_i1	688.0	472
EOG093605PS	Duplicated	TRINITY_DN144702_c1_g1_i7	690.4	472
EOG093605QW	Duplicated	TRINITY_DN138280_c1_g1_i1	858.0	448
EOG093605QW	Duplicated	TRINITY_DN138280_c1_g1_i2	858.0	448
EOG093605R5	Duplicated	TRINITY_DN112446_c0_g1_i2	703.4	523
EOG093605R5	Duplicated	TRINITY_DN112446_c0_g2_i1	699.0	518
EOG093605R5	Duplicated	TRINITY_DN112446_c0_g2_i2	699.7	518
EOG093605RH	Duplicated	TRINITY_DN146036_c1_g1_i11	860.3	539
EOG093605RH	Duplicated	TRINITY_DN146036_c1_g1_i4	859.8	539
EOG093605RH	Duplicated	TRINITY_DN146036_c1_g1_i7	859.4	539
EOG093605RL	Duplicated	TRINITY_DN138405_c0_g2_i11	1024.8	504
EOG093605RL	Duplicated	TRINITY_DN138405_c0_g2_i8	1023.9	504
EOG093605RL	Duplicated	TRINITY_DN138405_c0_g2_i8	900.9	446
EOG093605RL	Duplicated	TRINITY_DN138405_c0_g2_i9	1023.9	504
EOG093605RL	Duplicated	TRINITY_DN138405_c0_g2_i9	1025.1	504
EOG093605SE	Complete	TRINITY_DN136158_c0_g1_i1	238.5	333
EOG093605T0	Duplicated	TRINITY_DN144074_c1_g1_i13	886.6	474
EOG093605T0	Duplicated	TRINITY_DN144074_c1_g1_i2	959.6	507
EOG093605TB	Duplicated	TRINITY_DN142847_c0_g1_i2	726.1	502
EOG093605TB	Duplicated	TRINITY_DN142847_c0_g1_i3	687.8	459
EOG093605TB	Duplicated	TRINITY_DN142847_c0_g1_i6	725.3	502
EOG093605TG	Duplicated	TRINITY_DN141769_c1_g1_i12	853.7	429
EOG093605TG	Duplicated	TRINITY_DN141769_c1_g1_i18	853.7	429
EOG093605TG	Duplicated	TRINITY_DN141769_c1_g1_i7	848.5	429
EOG093605TN	Duplicated	TRINITY_DN148953_c1_g1_i1	576.9	314
EOG093605TN	Duplicated	TRINITY_DN148953_c1_g1_i19	576.9	314
EOG093605TN	Duplicated	TRINITY_DN148953_c1_g1_i6	577.6	314
EOG093605TV	Duplicated	TRINITY_DN142204_c2_g2_i4	618.6	412
EOG093605TV	Duplicated	TRINITY_DN149257_c2_g4_i1	629.9	408
EOG093605TV	Duplicated	TRINITY_DN149257_c2_g4_i9	630.0	408
EOG093605UA	Missing
EOG093605UB	Complete	TRINITY_DN139504_c0_g1_i6	673.5	415
EOG093605UZ	Duplicated	TRINITY_DN127467_c0_g1_i6	717.1	454
EOG093605UZ	Duplicated	TRINITY_DN127467_c0_g1_i9	741.0	446
EOG093605VA	Duplicated	TRINITY_DN132252_c0_g1_i4	820.1	547
EOG093605VA	Duplicated	TRINITY_DN132252_c0_g1_i6	869.9	580
EOG093605VA	Duplicated	TRINITY_DN132252_c0_g2_i1	871.5	580
EOG093605VH	Duplicated	TRINITY_DN134424_c3_g3_i3	1106.4	599
EOG093605VH	Duplicated	TRINITY_DN134424_c3_g3_i5	1106.4	599
EOG093605VH	Duplicated	TRINITY_DN136292_c0_g2_i4	1106.6	599
EOG093605XN	Duplicated	TRINITY_DN140898_c3_g1_i10	1010.9	483
EOG093605XN	Duplicated	TRINITY_DN140898_c3_g1_i2	1010.7	483
EOG093605XN	Duplicated	TRINITY_DN144614_c0_g1_i5	1011.9	483
EOG093605XW	Duplicated	TRINITY_DN139745_c0_g1_i11	743.7	510
EOG093605XW	Duplicated	TRINITY_DN139745_c0_g1_i19	743.8	510
EOG093605XW	Duplicated	TRINITY_DN139745_c0_g1_i5	743.5	510
EOG093605Y2	Duplicated	TRINITY_DN126217_c0_g1_i11	811.5	527
EOG093605Y2	Duplicated	TRINITY_DN126217_c0_g1_i6	818.9	536
EOG093605Y2	Duplicated	TRINITY_DN132922_c0_g3_i2	814.1	536
EOG093605YJ	Duplicated	TRINITY_DN126862_c2_g2_i13	997.9	557
EOG093605YJ	Duplicated	TRINITY_DN126862_c2_g2_i9	998.0	557
EOG093605YJ	Duplicated	TRINITY_DN141815_c0_g1_i9	997.9	557
EOG093605YX	Duplicated	TRINITY_DN128275_c0_g1_i1	713.7	438
EOG093605YX	Duplicated	TRINITY_DN128275_c0_g1_i2	713.8	438
EOG093605YX	Duplicated	TRINITY_DN128275_c0_g2_i2	713.9	438
EOG093605ZP	Duplicated	TRINITY_DN124862_c0_g2_i3	867.5	403
EOG093605ZP	Duplicated	TRINITY_DN124862_c0_g2_i4	1014.0	487
EOG093605ZP	Duplicated	TRINITY_DN132721_c0_g3_i2	1015.0	487
EOG09360604	Duplicated	TRINITY_DN120493_c0_g1_i1	519.8	460
EOG09360604	Duplicated	TRINITY_DN120493_c0_g1_i4	549.1	460
EOG09360604	Duplicated	TRINITY_DN120493_c0_g2_i1	545.9	460
EOG09360607	Missing
EOG0936060Z	Duplicated	TRINITY_DN133495_c1_g1_i1	994.9	503
EOG0936060Z	Duplicated	TRINITY_DN133495_c1_g1_i4	929.2	482
EOG0936060Z	Duplicated	TRINITY_DN133495_c1_g1_i6	990.9	503
EOG0936061C	Duplicated	TRINITY_DN141474_c0_g2_i3	671.4	384
EOG0936061C	Duplicated	TRINITY_DN141474_c0_g2_i4	672.3	384
EOG0936061C	Duplicated	TRINITY_DN141474_c0_g2_i5	673.0	384
EOG0936063C	Complete	TRINITY_DN129864_c0_g1_i5	825.2	462
EOG09360640	Duplicated	TRINITY_DN116456_c0_g1_i3	975.0	506
EOG09360640	Duplicated	TRINITY_DN116456_c0_g1_i5	964.2	500
EOG09360640	Duplicated	TRINITY_DN116456_c0_g1_i9	974.4	506
EOG0936064Q	Duplicated	TRINITY_DN119398_c3_g2_i3	670.6	421
EOG0936064Q	Duplicated	TRINITY_DN119398_c3_g2_i7	671.0	421
EOG0936064Q	Duplicated	TRINITY_DN119398_c3_g3_i1	670.3	421
EOG0936065V	Duplicated	TRINITY_DN133834_c0_g1_i1	522.6	382
EOG0936065V	Duplicated	TRINITY_DN133834_c0_g1_i5	522.7	382
EOG0936065V	Duplicated	TRINITY_DN141096_c1_g1_i4	523.9	382
EOG0936066R	Duplicated	TRINITY_DN146101_c2_g2_i13	922.4	504
EOG0936066R	Duplicated	TRINITY_DN146101_c2_g2_i2	922.1	504
EOG0936066R	Duplicated	TRINITY_DN146101_c2_g2_i7	897.3	512
EOG0936066T	Duplicated	TRINITY_DN143837_c0_g2_i10	1082.1	594
EOG0936066T	Duplicated	TRINITY_DN143837_c0_g2_i12	1082.7	594
EOG0936066T	Duplicated	TRINITY_DN143837_c0_g2_i8	1082.8	594
EOG0936066Y	Duplicated	TRINITY_DN133957_c1_g5_i6	1039.6	477
EOG0936066Y	Duplicated	TRINITY_DN149177_c0_g1_i5	1039.1	477
EOG0936066Y	Duplicated	TRINITY_DN149177_c0_g1_i6	1039.2	477
EOG09360676	Duplicated	TRINITY_DN140279_c2_g4_i2	833.3	436
EOG09360676	Duplicated	TRINITY_DN144817_c1_g1_i10	831.1	437
EOG09360676	Duplicated	TRINITY_DN144817_c1_g1_i4	889.0	470
EOG09360677	Duplicated	TRINITY_DN136246_c5_g1_i1	831.0	472
EOG09360677	Duplicated	TRINITY_DN136246_c5_g1_i4	830.9	472
EOG09360677	Duplicated	TRINITY_DN138583_c0_g1_i3	831.3	472
EOG09360679	Duplicated	TRINITY_DN124941_c0_g1_i13	703.6	446
EOG09360679	Duplicated	TRINITY_DN124941_c0_g1_i20	703.7	446
EOG09360679	Duplicated	TRINITY_DN124941_c0_g2_i4	705.6	446
EOG0936067H	Duplicated	TRINITY_DN138279_c0_g1_i1	908.0	481
EOG0936067H	Duplicated	TRINITY_DN138279_c0_g1_i2	908.2	499
EOG0936067H	Duplicated	TRINITY_DN138279_c0_g3_i2	914.5	571
EOG0936068L	Complete	TRINITY_DN135598_c0_g1_i3	995.2	511
EOG0936068S	Duplicated	TRINITY_DN111221_c0_g1_i3	595.4	443
EOG0936068S	Duplicated	TRINITY_DN111221_c0_g2_i1	604.7	443
EOG0936069Q	Duplicated	TRINITY_DN134956_c0_g1_i1	667.0	429
EOG0936069Q	Duplicated	TRINITY_DN134956_c0_g1_i3	661.7	429
EOG0936069Q	Duplicated	TRINITY_DN134956_c0_g1_i4	667.9	429
EOG0936069S	Duplicated	TRINITY_DN140199_c1_g1_i2	717.5	630
EOG0936069S	Duplicated	TRINITY_DN140199_c1_g1_i6	718.2	630
EOG0936069S	Duplicated	TRINITY_DN140199_c1_g1_i7	717.7	630
EOG0936069X	Complete	TRINITY_DN146158_c2_g1_i3	780.2	393
EOG093606A7	Duplicated	TRINITY_DN135112_c1_g1_i10	959.0	471
EOG093606A7	Duplicated	TRINITY_DN135112_c1_g1_i5	952.3	481
EOG093606A7	Duplicated	TRINITY_DN135112_c1_g1_i9	958.8	471
EOG093606AC	Duplicated	TRINITY_DN136464_c0_g5_i1	716.8	443
EOG093606AC	Duplicated	TRINITY_DN136464_c0_g5_i4	716.3	443
EOG093606AC	Duplicated	TRINITY_DN136464_c0_g5_i5	717.7	443
EOG093606C9	Duplicated	TRINITY_DN146996_c0_g2_i1	923.5	529
EOG093606C9	Duplicated	TRINITY_DN146996_c0_g2_i13	923.1	529
EOG093606C9	Duplicated	TRINITY_DN146996_c0_g2_i2	888.9	512
EOG093606CH	Duplicated	TRINITY_DN116920_c0_g1_i2	789.3	428
EOG093606CH	Duplicated	TRINITY_DN116920_c0_g1_i6	789.3	428
EOG093606CH	Duplicated	TRINITY_DN116920_c0_g2_i1	789.5	428
EOG093606CI	Duplicated	TRINITY_DN133347_c0_g3_i12	989.6	496
EOG093606CI	Duplicated	TRINITY_DN133347_c0_g3_i18	989.7	496
EOG093606CI	Duplicated	TRINITY_DN133347_c0_g3_i9	989.7	496
EOG093606CK	Duplicated	TRINITY_DN129654_c0_g2_i6	538.7	461
EOG093606CK	Duplicated	TRINITY_DN129654_c0_g2_i8	539.0	461
EOG093606D1	Duplicated	TRINITY_DN126479_c0_g1_i5	1181.2	663
EOG093606D1	Duplicated	TRINITY_DN126479_c0_g2_i2	1180.2	663
EOG093606D1	Duplicated	TRINITY_DN126479_c0_g2_i4	1179.8	663
EOG093606G1	Duplicated	TRINITY_DN126437_c1_g2_i5	872.7	425
EOG093606G1	Duplicated	TRINITY_DN130325_c0_g1_i6	793.4	385
EOG093606G1	Duplicated	TRINITY_DN130325_c0_g1_i9	873.3	425
EOG093606G2	Duplicated	TRINITY_DN114201_c0_g1_i2	565.6	479
EOG093606G2	Duplicated	TRINITY_DN114201_c0_g1_i6	566.3	479
EOG093606G2	Duplicated	TRINITY_DN129719_c1_g1_i6	504.6	485
EOG093606GA	Duplicated	TRINITY_DN125932_c0_g2_i2	713.6	437
EOG093606GA	Duplicated	TRINITY_DN125932_c0_g2_i6	713.5	437
EOG093606K5	Duplicated	TRINITY_DN142047_c1_g4_i1	550.9	382
EOG093606K5	Duplicated	TRINITY_DN142047_c1_g4_i2	550.6	382
EOG093606K5	Duplicated	TRINITY_DN142047_c1_g4_i3	550.9	382
EOG093606KG	Duplicated	TRINITY_DN126580_c0_g1_i2	564.1	386
EOG093606KG	Duplicated	TRINITY_DN126580_c0_g1_i21	563.9	386
EOG093606KG	Duplicated	TRINITY_DN126580_c0_g1_i3	566.0	386
EOG093606KR	Complete	TRINITY_DN142031_c0_g1_i10	970.1	575
EOG093606L0	Missing
EOG093606L8	Duplicated	TRINITY_DN142979_c0_g1_i2	438.0	359
EOG093606L8	Duplicated	TRINITY_DN142979_c0_g1_i3	439.2	359
EOG093606L8	Duplicated	TRINITY_DN142979_c0_g1_i4	438.7	359
EOG093606LZ	Duplicated	TRINITY_DN122967_c0_g3_i10	811.4	496
EOG093606LZ	Duplicated	TRINITY_DN122967_c0_g3_i3	825.7	505
EOG093606LZ	Duplicated	TRINITY_DN122967_c0_g3_i5	826.4	505
EOG093606MV	Duplicated	TRINITY_DN138187_c0_g1_i18	689.8	398
EOG093606MV	Duplicated	TRINITY_DN138187_c0_g1_i7	689.7	398
EOG093606MV	Duplicated	TRINITY_DN138187_c0_g1_i8	689.8	398
EOG093606MY	Duplicated	TRINITY_DN129991_c1_g1_i1	1114.2	614
EOG093606MY	Duplicated	TRINITY_DN139527_c1_g1_i1	1114.3	614
EOG093606MY	Duplicated	TRINITY_DN139527_c1_g1_i8	957.2	555
EOG093606N3	Duplicated	TRINITY_DN145097_c1_g1_i10	896.3	441
EOG093606N3	Duplicated	TRINITY_DN145097_c1_g1_i12	895.5	440
EOG093606N3	Duplicated	TRINITY_DN145097_c1_g1_i13	896.0	441
EOG093606NA	Missing
EOG093606ND	Duplicated	TRINITY_DN120746_c0_g1_i16	326.1	206
EOG093606ND	Duplicated	TRINITY_DN120746_c0_g1_i19	326.4	193
EOG093606ND	Duplicated	TRINITY_DN120746_c0_g1_i2	324.8	193
EOG093606ND	Duplicated	TRINITY_DN120746_c0_g1_i2	324.9	193
EOG093606NL	Duplicated	TRINITY_DN119668_c2_g2_i2	701.5	443
EOG093606NL	Duplicated	TRINITY_DN119668_c2_g2_i5	807.6	501
EOG093606O6	Duplicated	TRINITY_DN115932_c0_g1_i1	912.9	555
EOG093606O6	Duplicated	TRINITY_DN115932_c0_g2_i2	910.3	555
EOG093606O6	Duplicated	TRINITY_DN115932_c0_g2_i3	910.4	556
EOG093606O8	Duplicated	TRINITY_DN133917_c0_g2_i10	1016.1	617
EOG093606O8	Duplicated	TRINITY_DN133917_c0_g2_i4	1014.7	617
EOG093606O8	Duplicated	TRINITY_DN133917_c0_g2_i5	1016.2	617
EOG093606O9	Duplicated	TRINITY_DN126103_c0_g1_i14	619.5	316
EOG093606O9	Duplicated	TRINITY_DN126103_c0_g1_i15	621.2	316
EOG093606O9	Duplicated	TRINITY_DN126103_c0_g1_i9	619.7	316
EOG093606OC	Duplicated	TRINITY_DN130815_c2_g1_i5	1679.6	909
EOG093606OC	Duplicated	TRINITY_DN133499_c0_g4_i20	1679.9	909
EOG093606OC	Duplicated	TRINITY_DN133499_c0_g4_i3	1679.9	909
EOG093606Q8	Complete	TRINITY_DN149547_c3_g2_i8	724.4	412
EOG093606QR	Duplicated	TRINITY_DN121633_c2_g2_i1	736.6	470
EOG093606QR	Duplicated	TRINITY_DN141269_c4_g3_i2	736.8	470
EOG093606RM	Duplicated	TRINITY_DN136277_c0_g3_i1	939.2	468
EOG093606RM	Duplicated	TRINITY_DN136277_c0_g3_i3	924.4	468
EOG093606RM	Duplicated	TRINITY_DN136277_c0_g3_i4	912.8	469
EOG093606RP	Duplicated	TRINITY_DN96169_c0_g1_i1	352.1	250
EOG093606RP	Duplicated	TRINITY_DN96169_c0_g1_i2	344.7	205
EOG093606S1	Fragmented	TRINITY_DN146672_c1_g2_i11	560.9	333
EOG093606ST	Duplicated	TRINITY_DN136899_c1_g1_i11	742.3	448
EOG093606ST	Duplicated	TRINITY_DN136899_c1_g1_i13	745.3	448
EOG093606ST	Duplicated	TRINITY_DN136899_c1_g1_i3	744.4	448
EOG093606SW	Missing
EOG093606T7	Duplicated	TRINITY_DN141210_c1_g1_i4	822.8	425
EOG093606T7	Duplicated	TRINITY_DN141210_c1_g1_i7	906.2	516
EOG093606T7	Duplicated	TRINITY_DN143083_c0_g1_i6	852.5	479
EOG093606UJ	Missing
EOG093606UT	Duplicated	TRINITY_DN129715_c0_g1_i6	739.3	405
EOG093606UT	Duplicated	TRINITY_DN129715_c0_g1_i7	743.9	410
EOG093606UT	Duplicated	TRINITY_DN129715_c0_g1_i8	742.0	405
EOG093606VV	Duplicated	TRINITY_DN135875_c0_g1_i1	853.4	449
EOG093606VV	Duplicated	TRINITY_DN135875_c0_g1_i2	853.3	449
EOG093606VV	Duplicated	TRINITY_DN137306_c1_g1_i5	848.4	449
EOG093606VY	Duplicated	TRINITY_DN114692_c0_g1_i4	688.4	409
EOG093606VY	Duplicated	TRINITY_DN114692_c0_g1_i6	688.6	409
EOG093606VY	Duplicated	TRINITY_DN114692_c0_g2_i3	694.2	404
EOG093606W4	Duplicated	TRINITY_DN118557_c0_g1_i2	545.1	512
EOG093606W4	Duplicated	TRINITY_DN118557_c0_g1_i3	552.8	512
EOG093606W4	Duplicated	TRINITY_DN118557_c0_g2_i1	553.7	512
EOG093606YS	Duplicated	TRINITY_DN135932_c3_g1_i1	737.8	435
EOG093606YS	Duplicated	TRINITY_DN137722_c0_g1_i3	738.3	435
EOG093606ZH	Duplicated	TRINITY_DN130872_c0_g2_i4	583.4	380
EOG093606ZH	Duplicated	TRINITY_DN130872_c0_g2_i5	583.5	380
EOG093606ZH	Duplicated	TRINITY_DN130872_c0_g2_i9	583.4	380
EOG093606ZK	Duplicated	TRINITY_DN133400_c0_g2_i2	716.7	450
EOG093606ZK	Duplicated	TRINITY_DN133400_c0_g2_i9	718.4	450
EOG0936070D	Duplicated	TRINITY_DN128066_c0_g1_i4	924.5	467
EOG0936070D	Duplicated	TRINITY_DN128066_c0_g2_i1	924.1	467
EOG0936070D	Duplicated	TRINITY_DN128066_c0_g2_i4	925.0	467
EOG0936070W	Duplicated	TRINITY_DN129060_c0_g1_i16	726.5	493
EOG0936070W	Duplicated	TRINITY_DN129060_c0_g1_i7	726.2	493
EOG0936071Y	Missing
EOG09360720	Duplicated	TRINITY_DN145750_c0_g1_i10	915.6	437
EOG09360720	Duplicated	TRINITY_DN145750_c0_g1_i15	915.4	437
EOG09360720	Duplicated	TRINITY_DN145750_c0_g1_i17	877.9	419
EOG09360725	Duplicated	TRINITY_DN130572_c0_g1_i11	455.8	426
EOG09360725	Duplicated	TRINITY_DN130572_c0_g1_i4	451.2	380
EOG09360725	Duplicated	TRINITY_DN130572_c0_g1_i7	455.4	424
EOG0936072X	Duplicated	TRINITY_DN120701_c0_g1_i2	771.1	386
EOG0936072X	Duplicated	TRINITY_DN120701_c0_g1_i7	770.6	386
EOG0936072X	Duplicated	TRINITY_DN120701_c0_g2_i5	770.3	386
EOG0936072Y	Duplicated	TRINITY_DN142953_c0_g3_i1	890.4	463
EOG0936072Y	Duplicated	TRINITY_DN142953_c0_g3_i10	890.4	463
EOG0936072Y	Duplicated	TRINITY_DN142953_c0_g3_i6	889.3	463
EOG0936073E	Duplicated	TRINITY_DN138875_c0_g1_i10	854.8	459
EOG0936073E	Duplicated	TRINITY_DN138875_c0_g1_i11	840.0	466
EOG0936073E	Duplicated	TRINITY_DN138875_c0_g1_i9	854.7	459
EOG09360748	Duplicated	TRINITY_DN139519_c0_g1_i8	642.5	374
EOG09360748	Duplicated	TRINITY_DN144724_c1_g1_i10	641.8	374
EOG09360748	Duplicated	TRINITY_DN144724_c1_g1_i7	642.3	374
EOG0936075Y	Duplicated	TRINITY_DN127485_c0_g1_i2	803.9	446
EOG0936075Y	Duplicated	TRINITY_DN127485_c0_g1_i6	803.9	446
EOG0936075Y	Duplicated	TRINITY_DN127485_c0_g1_i7	803.7	475
EOG0936076E	Fragmented	TRINITY_DN143236_c2_g2_i11	604.4	395
EOG0936076T	Duplicated	TRINITY_DN143357_c4_g3_i13	911.9	462
EOG0936076T	Duplicated	TRINITY_DN143357_c4_g3_i2	911.9	462
EOG0936076T	Duplicated	TRINITY_DN143357_c4_g3_i4	911.6	462
EOG0936077B	Duplicated	TRINITY_DN139007_c1_g1_i2	636.7	372
EOG0936077B	Duplicated	TRINITY_DN139007_c1_g1_i5	680.8	400
EOG0936077B	Duplicated	TRINITY_DN139007_c1_g1_i9	680.4	400
EOG0936077I	Duplicated	TRINITY_DN123906_c2_g3_i4	767.6	435
EOG0936077I	Duplicated	TRINITY_DN123906_c2_g3_i6	766.5	435
EOG0936077I	Duplicated	TRINITY_DN132685_c2_g2_i17	768.0	435
EOG09360784	Duplicated	TRINITY_DN119108_c0_g2_i1	621.1	446
EOG09360784	Duplicated	TRINITY_DN119108_c0_g2_i4	621.1	446
EOG09360784	Duplicated	TRINITY_DN138002_c2_g1_i7	620.2	446
EOG0936079H	Complete	TRINITY_DN144990_c1_g3_i3	967.1	1021
EOG0936079P	Duplicated	TRINITY_DN144075_c0_g1_i14	619.7	607
EOG0936079P	Duplicated	TRINITY_DN144075_c0_g1_i3	619.6	607
EOG0936079P	Duplicated	TRINITY_DN144075_c0_g1_i5	619.4	607
EOG093607BZ	Duplicated	TRINITY_DN139135_c0_g1_i1	835.9	458
EOG093607BZ	Duplicated	TRINITY_DN139135_c0_g1_i7	832.1	458
EOG093607D0	Duplicated	TRINITY_DN141676_c1_g2_i11	922.4	483
EOG093607D0	Duplicated	TRINITY_DN141676_c1_g2_i4	922.3	483
EOG093607D0	Duplicated	TRINITY_DN141676_c1_g2_i7	922.4	483
EOG093607E0	Missing
EOG093607E9	Duplicated	TRINITY_DN121312_c0_g1_i8	754.1	441
EOG093607E9	Duplicated	TRINITY_DN121312_c0_g3_i2	757.9	441
EOG093607E9	Duplicated	TRINITY_DN121312_c0_g3_i5	753.8	441
EOG093607EA	Duplicated	TRINITY_DN133277_c0_g1_i1	551.7	388
EOG093607EA	Duplicated	TRINITY_DN133277_c0_g1_i3	551.9	388
EOG093607EA	Duplicated	TRINITY_DN133277_c0_g2_i2	528.4	348
EOG093607EB	Fragmented	TRINITY_DN122344_c0_g2_i9	689.1	316
EOG093607EE	Duplicated	TRINITY_DN131511_c0_g3_i11	689.6	447
EOG093607EE	Duplicated	TRINITY_DN131511_c0_g3_i3	689.2	447
EOG093607FC	Duplicated	TRINITY_DN129603_c1_g2_i1	595.4	462
EOG093607FC	Duplicated	TRINITY_DN129603_c1_g3_i1	567.7	403
EOG093607FC	Duplicated	TRINITY_DN139785_c0_g2_i4	578.5	454
EOG093607FH	Duplicated	TRINITY_DN142505_c5_g1_i17	447.7	287
EOG093607FH	Duplicated	TRINITY_DN142505_c5_g1_i24	416.5	267
EOG093607FH	Duplicated	TRINITY_DN142505_c5_g1_i4	447.6	287
EOG093607FL	Duplicated	TRINITY_DN130162_c0_g1_i4	902.8	454
EOG093607FL	Duplicated	TRINITY_DN130162_c0_g1_i6	903.0	454
EOG093607FL	Duplicated	TRINITY_DN130162_c0_g2_i5	903.5	454
EOG093607GQ	Complete	TRINITY_DN128844_c1_g2_i5	814.4	524
EOG093607HU	Duplicated	TRINITY_DN135790_c0_g1_i14	907.2	445
EOG093607HU	Duplicated	TRINITY_DN135790_c0_g1_i5	840.8	412
EOG093607HY	Complete	TRINITY_DN137393_c1_g1_i5	507.9	415
EOG093607I5	Duplicated	TRINITY_DN130993_c7_g2_i3	657.6	386
EOG093607I5	Duplicated	TRINITY_DN137813_c1_g6_i3	664.6	401
EOG093607I5	Duplicated	TRINITY_DN137813_c1_g6_i5	665.1	401
EOG093607I7	Duplicated	TRINITY_DN136151_c1_g2_i2	925.0	512
EOG093607I7	Duplicated	TRINITY_DN136151_c1_g4_i2	925.1	512
EOG093607J8	Duplicated	TRINITY_DN131324_c0_g2_i1	768.8	398
EOG093607J8	Duplicated	TRINITY_DN131324_c0_g2_i7	768.7	398
EOG093607J8	Duplicated	TRINITY_DN131324_c0_g2_i8	768.9	398
EOG093607KK	Missing
EOG093607LD	Duplicated	TRINITY_DN122629_c0_g1_i5	752.3	511
EOG093607LD	Duplicated	TRINITY_DN122629_c0_g1_i7	752.5	511
EOG093607LD	Duplicated	TRINITY_DN122629_c0_g2_i7	752.7	511
EOG093607NG	Duplicated	TRINITY_DN114958_c0_g1_i1	711.8	458
EOG093607NG	Duplicated	TRINITY_DN114958_c0_g1_i4	747.3	522
EOG093607NQ	Duplicated	TRINITY_DN123335_c0_g1_i1	455.1	454
EOG093607NQ	Duplicated	TRINITY_DN123335_c0_g1_i5	455.5	455
EOG093607OL	Duplicated	TRINITY_DN126943_c1_g1_i18	821.0	409
EOG093607OL	Duplicated	TRINITY_DN126943_c1_g1_i7	821.0	409
EOG093607OO	Duplicated	TRINITY_DN146044_c1_g4_i1	741.9	434
EOG093607OO	Duplicated	TRINITY_DN146044_c1_g4_i4	748.1	434
EOG093607OO	Duplicated	TRINITY_DN146044_c1_g4_i5	745.6	434
EOG093607OT	Complete	TRINITY_DN148435_c3_g3_i3	554.1	472
EOG093607OZ	Duplicated	TRINITY_DN147701_c3_g1_i10	275.5	243
EOG093607OZ	Duplicated	TRINITY_DN149138_c3_g1_i3	240.2	213
EOG093607PL	Missing
EOG093607PO	Duplicated	TRINITY_DN120712_c0_g1_i1	980.1	526
EOG093607PO	Duplicated	TRINITY_DN120712_c0_g1_i12	980.0	526
EOG093607PO	Duplicated	TRINITY_DN120712_c0_g1_i15	981.8	526
EOG093607QO	Fragmented	TRINITY_DN143801_c2_g1_i9	720.7	384
EOG093607RL	Duplicated	TRINITY_DN136713_c0_g1_i1	451.6	550
EOG093607RL	Duplicated	TRINITY_DN136713_c0_g2_i1	456.9	522
EOG093607RL	Duplicated	TRINITY_DN136713_c0_g2_i5	455.8	548
EOG093607RN	Duplicated	TRINITY_DN129893_c0_g1_i16	789.2	536
EOG093607RN	Duplicated	TRINITY_DN129893_c0_g1_i7	789.2	536
EOG093607RN	Duplicated	TRINITY_DN129893_c0_g2_i8	789.3	536
EOG093607RU	Fragmented	TRINITY_DN148167_c3_g1_i12	551.7	322
EOG093607TC	Missing
EOG093607TG	Complete	TRINITY_DN119201_c0_g1_i7	894.6	453
EOG093607TH	Duplicated	TRINITY_DN144477_c1_g2_i6	753.6	422
EOG093607TH	Duplicated	TRINITY_DN144477_c1_g2_i7	761.8	428
EOG093607TH	Duplicated	TRINITY_DN144477_c1_g2_i9	761.5	428
EOG093607U8	Duplicated	TRINITY_DN139362_c0_g2_i4	715.0	462
EOG093607U8	Duplicated	TRINITY_DN139362_c0_g2_i5	715.7	462
EOG093607U8	Duplicated	TRINITY_DN139362_c0_g2_i6	715.0	462
